category,text
sport,"He has been out of action for nearly three months and had targeted a return in the Champions League tie with AC Milan on 23 February. But Manchester United manager Sir Alex Ferguson hinted he may be back early. He said: ""There is a chance he could be involved at Everton but we'll just have to see how he comes through training."" The 28-year-old has been training in Holland and Ferguson said: ""Ruud comes back on Tuesday and we need to assess how far on he is. ""The training he has been doing in Holland has been perfect and I am very satisfied with it."" Even without Van Nistelrooy, United made it 13 wins in 15 league games with a 2-0 derby victory at Manchester City on Sunday. But they will be boosted by the return of the Dutch international, who is the club's top scorer this season with 12 goals. He has not played since aggravating the injury in the 3-0 win against West Brom on 27 November. Ferguson was unhappy with Van Nistelrooy for not revealing he was carrying an injury. United have also been hit by injuries to both Alan Smith and Louis Saha during Van Nistelrooy's absence, meaning Wayne Rooney has sometimes had to play in a lone role up front. The teenager has responded with six goals in nine games, including the first goal against City on Sunday."
sport,Moyes U-turn on Beattie dismissal
sport,Everton manager David Moyes will discipline striker James Beattie after all for his headbutt on Chelsea defender William Gallas.
sport,"The Scot initially defended Beattie, whose dismissal put Everton on the back foot in a game they ultimately lost 1-0, saying Gallas overreacted. But he has had a rethink after looking over the video evidence again. He said: ""I believe that I should set the record straight by conceding that the dismissal was right and correct."" Moyes added: ""My comments on Saturday came immediately after the final whistle and at a point when I had only had the opportunity to see one, very quick re-run of the incident."""
sport,"The club website also reported that Beattie, who seemed unrepentant after Saturday's match, insisting Gallas ""would have stayed down a lot longer"" if he had headbutted him, has now apologised. Moyes continued: ""Although the incident was totally out of character - James has never even been suspended before in his career - his actions were unacceptable and had a detrimental effect on his team-mates. ""James did issue a formal apology to myself, his team-mates and to the Everton supporters immediately after the game and that was the right thing to have done. He will now be subjected to the normal club discipline. ""He is a competitive player but a fair player and I know how upset he is by what has happened. However, I must say that I do still believe the Chelsea player in question did go down too easily."" Speaking immediately after the game, Moyes said: ""I don't think it was a sending-off, I have been a centre-half in my time and I would have been ashamed to have gone down as easily as that."
sport,"""Not in a million years would John Terry have gone down in the same way. I have never heard of anybody butting somebody from behind while you are running after them. ""What has happened to big, strong centre-halves? I thought it was a push initially and I still don't think it was a sending-off."" An angry Beattie initially said: ""He (Gallas) would have stayed down a lot longer if I had headbutted him. ""I can tell you it wasn't an intentional headbutt. We were chasing a ball into the corner and William Gallas was looking over his shoulder and blocking me off. ""He was stopping as we were running and I said to myself 'if you're going to stay in my way I'll go straight over you'. Our heads barely touched and it wasn't an intentional headbutt."""
sport,Ronaldo considering new contract
sport,Manchester United winger Cristiano Ronaldo said he is close to agreeing to a new contract at Old Trafford.
sport,"The Portugal star, who joined in August 2003 on a five-year-deal, is a regular in the United first-team. ""The United board have already made an offer to renew the contract but I'm trying not to think about it,"" he told the News of the World. ""My agent has spoken with the club and it will be resolved soon. I think we'll reach a good agreement for both sides."" Ronaldo refused to commit his long-term future to the club."
sport,"""Nobody knows what will come tomorrow. I like being here, but who knows,"" he added. ""There aren't many bigger and better clubs than this one. It's my ambition to be at a big club. I'm happy but nobody knows the future."""
sport,Smith keen on Home series return
sport,Scotland manager Walter Smith has given his backing to the reinstatement of the Home International series.
sport,"Such a plan is to be proposed by the new chief executive of the Northern Irish FA, Howard Wells, at the next meeting of the four home countries. The English FA has expressed doubt as to whether the fixtures could be accommodated at the end of each season. But Smith said: ""Bringing it back would add meaning to friendly games and that's something that's needed."" The Home International series was done away with in 1984, with the traditional Scotland-England fixture continuing until 1989. That game is one Smith would be delighted to see reinstated. ""The Scotland v England match was a highlight of the end of the season,"" he added. ""I was in Italy for their friendly with Russia last week and they made seven substitutions while only around 20,000 fans turned up to watch. ""England were criticised for the 0-0 draw against Holland - the way Scotland were slammed in the past for poor results in friendlies. ""You have to put a performance on in friendly games. If you don't, they can be de-motivating. ""It can be a dangerous road to go down, if players don't apply themselves in the manner they should. ""So I would support the return of the home internationals - the only problem would be fitting them in to the fixture schedule."""
